DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
128137,Male child under age 15 collects the drinking water,4.6,1,CD,Congo Democratic Republic,2023,CD2023DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2023-24,DHS,110872,121221,NA,NA,NA
128138,Person not in household collects the drinking water,2.8,1,CD,Congo Democratic Republic,2023,CD2023DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2023-24,DHS,110872,121221,NA,NA,NA
6103,Population with no drinking water on premises,38.6,1,CI,Cote d'Ivoire,2021,CI2021DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2021,DHS,64688,67417,NA,NA,NA
595568,Adult female age 15 or older collects the drinking water,79,1,CI,Cote d'Ivoire,2021,CI2021DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2021,DHS,24978,29717,NA,NA,NA
595570,Adult male age 15 or older collects the drinking water,10.6,1,CI,Cote d'Ivoire,2021,CI2021DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2021,DHS,24978,29717,NA,NA,NA
595571,Female child under age 15 collects the drinking water,5.2,1,CI,Cote d'Ivoire,2021,CI2021DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2021,DHS,24978,29717,NA,NA,NA
595572,Male child under age 15 collects the drinking water,1.4,1,CI,Cote d'Ivoire,2021,CI2021DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2021,DHS,24978,29717,NA,NA,NA
595573,Person not in household collects the drinking water,3.7,1,CI,Cote d'Ivoire,2021,CI2021DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2021,DHS,24978,29717,NA,NA,NA
372628,Population with no drinking water on premises,59.9,1,GH,Ghana,2022,GH2022DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2022,DHS,63611,68887,NA,NA,NA
8446,Adult female age 15 or older collects the drinking water,62.1,1,GH,Ghana,2022,GH2022DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2022,DHS,38096,47049,NA,NA,NA
8447,Adult male age 15 or older collects the drinking water,13.9,1,GH,Ghana,2022,GH2022DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2022,DHS,38096,47049,NA,NA,NA
8448,Female child under age 15 collects the drinking water,11.6,1,GH,Ghana,2022,GH2022DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2022,DHS,38096,47049,NA,NA,NA
8449,Male child under age 15 collects the drinking water,7.4,1,GH,Ghana,2022,GH2022DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2022,DHS,38096,47049,NA,NA,NA
8450,Person not in household collects the drinking water,4.9,1,GH,Ghana,2022,GH2022DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2022,DHS,38096,47049,NA,NA,NA
514579,Population with no drinking water on premises,0.6,1,JO,Jordan,2023,JO2023DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2023,DHS,92767,91941,NA,NA,NA
511616,Adult female age 15 or older collects the drinking water,8.8,1,JO,Jordan,2023,JO2023DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2023,DHS,519,847,NA,NA,NA
511618,Adult male age 15 or older collects the drinking water,49.8,1,JO,Jordan,2023,JO2023DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2023,DHS,519,847,NA,NA,NA
511619,Male child under age 15 collects the drinking water,0.7,1,JO,Jordan,2023,JO2023DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2023,DHS,519,847,NA,NA,NA
511620,Person not in household collects the drinking water,40.7,1,JO,Jordan,2023,JO2023DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2023,DHS,519,847,NA,NA,NA
472699,Population with no drinking water on premises,52.5,1,KE,Kenya,2022,KE2022DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2022,DHS,142026,152696,NA,NA,NA
614648,Adult female age 15 or older collects the drinking water,69.6,1,KE,Kenya,2022,KE2022DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2022,DHS,74570,86988,NA,NA,NA
614651,Adult male age 15 or older collects the drinking water,15.2,1,KE,Kenya,2022,KE2022DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2022,DHS,74570,86988,NA,NA,NA
614652,Female child under age 15 collects the drinking water,5.4,1,KE,Kenya,2022,KE2022DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2022,DHS,74570,86988,NA,NA,NA
614653,Male child under age 15 collects the drinking water,2.9,1,KE,Kenya,2022,KE2022DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2022,DHS,74570,86988,NA,NA,NA
614654,Person not in household collects the drinking water,6.8,1,KE,Kenya,2022,KE2022DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2022,DHS,74570,86988,NA,NA,NA
365431,Population with no drinking water on premises,15.8,1,KH,Cambodia,2021,KH2021DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2021-22,DHS,85822,85466,NA,NA,NA
6496,Adult female age 15 or older collects the drinking water,35.4,1,KH,Cambodia,2021,KH2021DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2021-22,DHS,13562,18878,NA,NA,NA
6492,Adult male age 15 or older collects the drinking water,47.1,1,KH,Cambodia,2021,KH2021DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2021-22,DHS,13562,18878,NA,NA,NA
6493,Female child under age 15 collects the drinking water,1.5,1,KH,Cambodia,2021,KH2021DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2021-22,DHS,13562,18878,NA,NA,NA
6494,Male child under age 15 collects the drinking water,1.2,1,KH,Cambodia,2021,KH2021DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2021-22,DHS,13562,18878,NA,NA,NA
6495,Person not in household collects the drinking water,14.8,1,KH,Cambodia,2021,KH2021DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2021-22,DHS,13562,18878,NA,NA,NA
653388,Population with no drinking water on premises,56.4,1,LS,Lesotho,2023,LS2023DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2023-24,DHS,28762,29399,NA,NA,NA
653039,Adult female age 15 or older collects the drinking water,66.9,1,LS,Lesotho,2023,LS2023DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2023-24,DHS,16234,19291,NA,NA,NA
653035,Adult male age 15 or older collects the drinking water,24.7,1,LS,Lesotho,2023,LS2023DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2023-24,DHS,16234,19291,NA,NA,NA
653036,Female child under age 15 collects the drinking water,4.8,1,LS,Lesotho,2023,LS2023DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2023-24,DHS,16234,19291,NA,NA,NA
653037,Male child under age 15 collects the drinking water,2.6,1,LS,Lesotho,2023,LS2023DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2023-24,DHS,16234,19291,NA,NA,NA
653038,Person not in household collects the drinking water,1,1,LS,Lesotho,2023,LS2023DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2023-24,DHS,16234,19291,NA,NA,NA
737445,Population with no drinking water on premises,57.2,1,ML,Mali,2023,ML2023DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2023-24,DHS,86350,82499,NA,NA,NA
736248,Adult female age 15 or older collects the drinking water,71.8,1,ML,Mali,2023,ML2023DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2023-24,DHS,49432,49978,NA,NA,NA
736249,Adult male age 15 or older collects the drinking water,8.6,1,ML,Mali,2023,ML2023DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2023-24,DHS,49432,49978,NA,NA,NA
736250,Female child under age 15 collects the drinking water,10.7,1,ML,Mali,2023,ML2023DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2023-24,DHS,49432,49978,NA,NA,NA
736251,Male child under age 15 collects the drinking water,5.8,1,ML,Mali,2023,ML2023DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2023-24,DHS,49432,49978,NA,NA,NA
736252,Person not in household collects the drinking water,3.1,1,ML,Mali,2023,ML2023DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2023-24,DHS,49432,49978,NA,NA,NA
413158,Population with no drinking water on premises,68.1,1,MZ,Mozambique,2022,MZ2022DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2022-23,DHS,66036,65931,NA,NA,NA
469871,Adult female age 15 or older collects the drinking water,82.6,1,MZ,Mozambique,2022,MZ2022DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2022-23,DHS,44996,40612,NA,NA,NA
469863,Adult male age 15 or older collects the drinking water,5.1,1,MZ,Mozambique,2022,MZ2022DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2022-23,DHS,44996,40612,NA,NA,NA
469864,Female child under age 15 collects the drinking water,9.4,1,MZ,Mozambique,2022,MZ2022DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2022-23,DHS,44996,40612,NA,NA,NA
469869,Male child under age 15 collects the drinking water,1.7,1,MZ,Mozambique,2022,MZ2022DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2022-23,DHS,44996,40612,NA,NA,NA
469870,Person not in household collects the drinking water,1.1,1,MZ,Mozambique,2022,MZ2022DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2022-23,DHS,44996,40612,NA,NA,NA
254299,Population with no drinking water on premises,64.6,1,NG,Nigeria,2024,NG2024DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2024,DHS,181397,174677,NA,NA,NA
369367,Adult female age 15 or older collects the drinking water,34.5,1,NG,Nigeria,2024,NG2024DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2024,DHS,117212,114284,NA,NA,NA
369363,Adult male age 15 or older collects the drinking water,32.4,1,NG,Nigeria,2024,NG2024DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2024,DHS,117212,114284,NA,NA,NA
369364,Female child under age 15 collects the drinking water,10.3,1,NG,Nigeria,2024,NG2024DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2024,DHS,117212,114284,NA,NA,NA
369365,Male child under age 15 collects the drinking water,10.1,1,NG,Nigeria,2024,NG2024DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2024,DHS,117212,114284,NA,NA,NA
369366,Person not in household collects the drinking water,12.7,1,NG,Nigeria,2024,NG2024DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2024,DHS,117212,114284,NA,NA,NA
314335,Population with no drinking water on premises,14.5,1,NP,Nepal,2022,NP2022DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2022,DHS,54320,54456,NA,NA,NA
251606,Adult female age 15 or older collects the drinking water,77,1,NP,Nepal,2022,NP2022DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2022,DHS,7852,9800,NA,NA,NA
251611,Adult male age 15 or older collects the drinking water,11,1,NP,Nepal,2022,NP2022DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2022,DHS,7852,9800,NA,NA,NA
251612,Female child under age 15 collects the drinking water,8.7,1,NP,Nepal,2022,NP2022DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2022,DHS,7852,9800,NA,NA,NA
251613,Male child under age 15 collects the drinking water,2.3,1,NP,Nepal,2022,NP2022DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2022,DHS,7852,9800,NA,NA,NA
251614,Person not in household collects the drinking water,1,1,NP,Nepal,2022,NP2022DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2022,DHS,7852,9800,NA,NA,NA
150679,Population with no drinking water on premises,13.2,1,PH,Philippines,2022,PH2022DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2022,DHS,127135,128314,NA,NA,NA
301644,Adult female age 15 or older collects the drinking water,23.2,1,PH,Philippines,2022,PH2022DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2022,DHS,16782,22211,NA,NA,NA
301642,Adult male age 15 or older collects the drinking water,63.8,1,PH,Philippines,2022,PH2022DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2022,DHS,16782,22211,NA,NA,NA
301643,Female child under age 15 collects the drinking water,2.7,1,PH,Philippines,2022,PH2022DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2022,DHS,16782,22211,NA,NA,NA
301650,Male child under age 15 collects the drinking water,6.4,1,PH,Philippines,2022,PH2022DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2022,DHS,16782,22211,NA,NA,NA
301651,Person not in household collects the drinking water,4,1,PH,Philippines,2022,PH2022DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2022,DHS,16782,22211,NA,NA,NA
681220,Population with no drinking water on premises,21.7,1,SN,Senegal,2023,SN2023DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2023,DHS,71156,75437,NA,NA,NA
684328,Adult female age 15 or older collects the drinking water,73.3,1,SN,Senegal,2023,SN2023DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2023,DHS,15421,19225,NA,NA,NA
684324,Adult male age 15 or older collects the drinking water,13.3,1,SN,Senegal,2023,SN2023DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2023,DHS,15421,19225,NA,NA,NA
684325,Female child under age 15 collects the drinking water,5,1,SN,Senegal,2023,SN2023DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2023,DHS,15421,19225,NA,NA,NA
684326,Male child under age 15 collects the drinking water,3.6,1,SN,Senegal,2023,SN2023DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2023,DHS,15421,19225,NA,NA,NA
684327,Person not in household collects the drinking water,4.8,1,SN,Senegal,2023,SN2023DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2023,DHS,15421,19225,NA,NA,NA
438581,Population with no drinking water on premises,12.4,1,TJ,Tajikistan,2023,TJ2023DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2023,DHS,45294,42958,NA,NA,NA
127722,Adult female age 15 or older collects the drinking water,70.2,1,TJ,Tajikistan,2023,TJ2023DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2023,DHS,5612,4575,NA,NA,NA
127724,Adult male age 15 or older collects the drinking water,20,1,TJ,Tajikistan,2023,TJ2023DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2023,DHS,5612,4575,NA,NA,NA
127725,Female child under age 15 collects the drinking water,4.3,1,TJ,Tajikistan,2023,TJ2023DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2023,DHS,5612,4575,NA,NA,NA
127728,Male child under age 15 collects the drinking water,4.8,1,TJ,Tajikistan,2023,TJ2023DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2023,DHS,5612,4575,NA,NA,NA
127729,Person not in household collects the drinking water,0.6,1,TJ,Tajikistan,2023,TJ2023DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2023,DHS,5612,4575,NA,NA,NA
346587,Population with no drinking water on premises,58.1,1,TZ,Tanzania,2022,TZ2022DHS,WS_PCDW_P_NDW,250212010,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNDW,NA,2022,DHS,70615,72197,NA,NA,NA
504210,Adult female age 15 or older collects the drinking water,78.9,1,TZ,Tanzania,2022,TZ2022DHS,WS_PCDW_P_AFM,250212030,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAFM,NA,2022,DHS,41022,39066,NA,NA,NA
504206,Adult male age 15 or older collects the drinking water,11.1,1,TZ,Tanzania,2022,TZ2022DHS,WS_PCDW_P_AML,250212040,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPAML,NA,2022,DHS,41022,39066,NA,NA,NA
504207,Female child under age 15 collects the drinking water,5.3,1,TZ,Tanzania,2022,TZ2022DHS,WS_PCDW_P_CFM,250212050,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCFM,NA,2022,DHS,41022,39066,NA,NA,NA
504208,Male child under age 15 collects the drinking water,2.4,1,TZ,Tanzania,2022,TZ2022DHS,WS_PCDW_P_CML,250212060,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPCML,NA,2022,DHS,41022,39066,NA,NA,NA
504209,Person not in household collects the drinking water,2.2,1,TZ,Tanzania,2022,TZ2022DHS,WS_PCDW_P_NHH,250212070,I,1000,0,Total,Total,0,NA,1,1,WSPCDWPNHH,NA,2022,DHS,41022,39066,NA,NA,NA
